epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,513.674,0.68053,0.6106,1.67002,0.8162,0.9562,0.84292,0.71541,0.62471,0.63547,1.83184,0.0005942,0.0005942,0.0005942
73,520.352,0.68946,0.62175,1.62433,0.8162,0.9562,0.84292,0.71541,0.62471,0.63547,1.83184,0.0005744,0.0005744,0.0005744
74,527.031,0.72966,0.63028,1.65573,0.81402,0.92701,0.81143,0.69639,0.58843,0.62875,1.69719,0.0005546,0.0005546,0.0005546
75,533.681,0.70814,0.61455,1.59358,0.81402,0.93431,0.81839,0.701,0.57423,0.62792,1.64766,0.0005348,0.0005348,0.0005348
76,540.384,0.68347,0.61472,1.60652,0.8135,0.9562,0.83119,0.70374,0.64639,0.64148,1.76031,0.000515,0.000515,0.000515
77,547.096,0.67921,0.62396,1.63669,0.8135,0.9562,0.83119,0.70374,0.64639,0.64148,1.76031,0.0004952,0.0004952,0.0004952
78,553.739,0.70858,0.62295,1.70709,0.81355,0.9708,0.83061,0.68379,0.70205,0.65221,1.84354,0.0004754,0.0004754,0.0004754
79,560.467,0.72348,0.65781,1.68734,0.81186,0.9635,0.83384,0.69675,0.66075,0.64287,1.7702,0.0004556,0.0004556,0.0004556
80,567.189,0.67508,0.60186,1.54643,0.80894,0.94891,0.82895,0.70719,0.59566,0.63366,1.63229,0.0004358,0.0004358,0.0004358
81,573.949,0.66768,0.59474,1.55536,0.80894,0.94891,0.82895,0.70719,0.59566,0.63366,1.63229,0.000416,0.000416,0.000416
82,580.556,0.67422,0.60158,1.60908,0.80621,0.94161,0.82532,0.71073,0.58069,0.63074,1.60617,0.0003962,0.0003962,0.0003962
83,587.28,0.66321,0.62813,1.59762,0.80847,0.9562,0.84306,0.72197,0.57866,0.62646,1.64166,0.0003764,0.0003764,0.0003764
84,593.983,0.68735,0.64725,1.63076,0.80854,0.9562,0.82628,0.71945,0.56111,0.62018,1.63501,0.0003566,0.0003566,0.0003566
85,600.596,0.67794,0.63183,1.64985,0.80854,0.9562,0.82628,0.71945,0.56111,0.62018,1.63501,0.0003368,0.0003368,0.0003368
86,607.196,0.67087,0.60357,1.61573,0.80499,0.93431,0.8084,0.69899,0.54729,0.61937,1.60048,0.000317,0.000317,0.000317
87,613.818,0.66963,0.61339,1.63317,0.80666,0.94161,0.80674,0.69785,0.54659,0.62023,1.60916,0.0002972,0.0002972,0.0002972
88,620.476,0.67745,0.63094,1.61626,0.80734,0.94891,0.81297,0.70598,0.55564,0.6248,1.62601,0.0002774,0.0002774,0.0002774
89,627.099,0.67948,0.61457,1.61687,0.80734,0.94891,0.81297,0.70598,0.55564,0.6248,1.62601,0.0002576,0.0002576,0.0002576
90,633.717,0.66044,0.60873,1.60578,0.81065,0.9708,0.83227,0.7212,0.58212,0.62567,1.6826,0.0002378,0.0002378,0.0002378
91,642.41,0.65524,0.68544,1.79194,0.81039,0.9708,0.83445,0.72352,0.58528,0.62569,1.68375,0.000218,0.000218,0.000218
92,650.38,0.60595,0.66685,1.65486,0.81045,0.9708,0.84291,0.73407,0.56199,0.62123,1.63454,0.0001982,0.0001982,0.0001982
93,656.726,0.56717,0.62054,1.65237,0.81045,0.9708,0.84291,0.73407,0.56199,0.62123,1.63454,0.0001784,0.0001784,0.0001784
94,663.116,0.56182,0.63061,1.59074,0.80924,0.9635,0.84163,0.73605,0.54419,0.62142,1.58657,0.0001586,0.0001586,0.0001586
95,669.498,0.57454,0.63401,1.59938,0.8069,0.94891,0.83121,0.7245,0.55022,0.61983,1.54862,0.0001388,0.0001388,0.0001388
96,675.924,0.61726,0.62078,1.51094,0.81171,0.94891,0.83422,0.72205,0.56422,0.62163,1.53471,0.000119,0.000119,0.000119
97,682.211,0.74994,0.67282,1.60784,0.81171,0.94891,0.83422,0.72205,0.56422,0.62163,1.53471,9.92e-05,9.92e-05,9.92e-05
98,688.561,0.60768,0.61907,1.54143,0.81182,0.94891,0.83386,0.72468,0.56426,0.62244,1.53061,7.94e-05,7.94e-05,7.94e-05
99,694.948,0.5605,0.58756,1.51821,0.80674,0.94891,0.83584,0.72598,0.55595,0.62014,1.53811,5.96e-05,5.96e-05,5.96e-05
100,701.427,0.63144,0.63937,1.5648,0.80787,0.9562,0.84074,0.72937,0.55232,0.62001,1.5496,3.98e-05,3.98e-05,3.98e-05
